#SampleID	Metaphlan2_Analysis
	44
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanoperedenaceae	11
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanoperedenaceae|g__Methanoperedens	11
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanoperedenaceae|g__Methanoperedens|s__	11
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae	9
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__	1
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__|s__	1
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina	8
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__	3
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina sp003164755	5
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales	16
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae	16
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__	11
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__|s__	11
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Fen-7	2
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Fen-7|s__	1
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Fen-7|s__Fen-7 sp003162615	1
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix	2
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix_A	1
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix_A|s__	1
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__	2
d__Archaea|p__Halobacteriota|c__Syntropharchaeia	22
d__Archaea|p__Halobacteriota|c__Syntropharchaeia|o__ANME-1	22
d__Archaea|p__Halobacteriota|c__Syntropharchaeia|o__ANME-1|f__ANME-1	22
d__Archaea|p__Halobacteriota|c__Syntropharchaeia|o__ANME-1|f__ANME-1|g__ANME-1-THS	2
d__Archaea|p__Halobacteriota|c__Syntropharchaeia|o__ANME-1|f__ANME-1|g__ANME-1-THS|s__	2
d__Archaea|p__Halobacteriota|c__Syntropharchaeia|o__ANME-1|f__ANME-1|g__QENH01	20
d__Archaea|p__Halobacteriota|c__Syntropharchaeia|o__ANME-1|f__ANME-1|g__QENH01|s__	20
d__Archaea|p__Halobacterota	309
d__Archaea|p__Halobacterota|c__	14
d__Archaea|p__Halobacterota|c__|o__	14
d__Archaea|p__Halobacterota|c__|o__|f__	14
d__Archaea|p__Halobacterota|c__|o__|f__|g__	14
d__Archaea|p__Halobacterota|c__|o__|f__|g__|s__	14
d__Archaea|p__Halobacterota|c__Halobacteria	1
d__Archaea|p__Halobacterota|c__Halobacteria|o__Halobacteriales	1
d__Archaea|p__Halobacterota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae	1
d__Archaea|p__Halobacterota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae|g__Halococcus	1
d__Archaea|p__Halobacterota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae|g__Halococcus|s__	1
d__Archaea|p__Halobacterota|c__Methanomicrobia	56
d__Archaea|p__Halobacterota|c__Methanomicrobia|o__Methanomicrobiales	56
d__Archaea|p__Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__	2
d__Archaea|p__Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__|g__	2
d__Archaea|p__Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__|g__|s__	2
d__Archaea|p__Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanofollaceae	11
d__Archaea|p__Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanofollaceae|g__	11
d__Archaea|p__Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanofollaceae|g__|s__	11
d__Archaea|p__Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae	42
d__Archaea|p__Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__	6
d__Archaea|p__Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__|s__	6
d__Archaea|p__Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanoregula	34
d__Archaea|p__Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanoregula|s__	34
d__Archaea|p__Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__SD8	2
d__Archaea|p__Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__SD8|s__	2
d__Archaea|p__Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanospirillaceae	1
d__Archaea|p__Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanospirillaceae|g__	1
d__Archaea|p__Halobacterota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanospirillaceae|g__|s__	1
d__Archaea|p__Halobacterota|c__Methanosarcinia	238
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__	36
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__|f__	36
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__|f__|g__	36
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__|f__|g__|s__	36
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanocellales	55
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanocellales|f__	53
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanocellales|f__|g__	53
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanocellales|f__|g__|s__	53
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanocellales|f__Methanocellaceae	2
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanocellales|f__Methanocellaceae|g__Methanocella	2
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanocellales|f__Methanocellaceae|g__Methanocella|s__	2
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanosarcinales	23
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanosarcinales|f__	1
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanosarcinales|f__|g__	1
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanosarcinales|f__|g__|s__	1
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanosarcinales|f__Methanoperedenaceae	7
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanosarcinales|f__Methanoperedenaceae|g__Methanoperedens	7
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanosarcinales|f__Methanoperedenaceae|g__Methanoperedens|s__	7
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae	15
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina	15
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__	8
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__GCA_001714685.2	7
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanotrichales	24
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae	24
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__	2
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__|s__	2
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix	19
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__	19
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__UBA114	3
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__UBA114|s__	3
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Syntrophoarchaeales	1
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Syntrophoarchaeales|f__ANME-1ex4572	1
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Syntrophoarchaeales|f__ANME-1ex4572|g__	1
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__Syntrophoarchaeales|f__ANME-1ex4572|g__|s__	1
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__UBA590	99
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__UBA590|f__UBA590	99
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__UBA590|f__UBA590|g__	2
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__UBA590|f__UBA590|g__|s__	2
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__UBA590|f__UBA590|g__UBA590	97
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__UBA590|f__UBA590|g__UBA590|s__	59
d__Archaea|p__Halobacterota|c__Methanosarcinia|o__UBA590|f__UBA590|g__UBA590|s__GCA_002509385.1	38
d__Archaea|p__Methanobacteriota	43
d__Archaea|p__Methanobacteriota|c__Methanobacteria	33
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales	33
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	33
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium_A	14
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium_A|s__	10
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium_A|s__Methanobacterium_A sp003166335	4
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium_B	15
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium_B|s__	2
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium_B|s__Methanobacterium_B sp003151535	3
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium_B|s__Methanobacterium_B sp003158115	7
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium_B|s__Methanobacterium_B sp003164415	3
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium_C	1
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium_C|s__	1
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium_D	3
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium_D|s__	3
d__Archaea|p__Methanobacteriota|c__Thermococci	10
d__Archaea|p__Methanobacteriota|c__Thermococci|o__Methanofastidiosales	10
d__Archaea|p__Methanobacteriota|c__Thermococci|o__Methanofastidiosales|f__	10
d__Archaea|p__Methanobacteriota|c__Thermococci|o__Methanofastidiosales|f__|g__	10
d__Archaea|p__Methanobacteriota|c__Thermococci|o__Methanofastidiosales|f__|g__|s__	10
d__Archaea|p__Micrarchaeota	36
d__Archaea|p__Micrarchaeota|c__Micrarchaeia	36
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Micrarchaeales	23
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Micrarchaeales|f__	9
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Micrarchaeales|f__|g__	9
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Micrarchaeales|f__|g__|s__	9
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Micrarchaeales|f__Micrarchaeaceae	14
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Micrarchaeales|f__Micrarchaeaceae|g__	2
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Micrarchaeales|f__Micrarchaeaceae|g__|s__	2
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Micrarchaeales|f__Micrarchaeaceae|g__UBA12276	12
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Micrarchaeales|f__Micrarchaeaceae|g__UBA12276|s__	8
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Micrarchaeales|f__Micrarchaeaceae|g__UBA12276|s__UBA12276 sp8261u	1
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Micrarchaeales|f__Micrarchaeaceae|g__UBA12276|s__UBA8261	3
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__UBA10214	11
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__UBA10214|f__	4
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__UBA10214|f__|g__	4
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__UBA10214|f__|g__|s__	4
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__UBA10214|f__CG1-02-47-40	1
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__UBA10214|f__CG1-02-47-40|g__	1
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__UBA10214|f__CG1-02-47-40|g__|s__	1
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__UBA10214|f__UBA10214	6
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__UBA10214|f__UBA10214|g__	6
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__UBA10214|f__UBA10214|g__|s__	6
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__UBA8480	2
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__UBA8480|f__	2
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__UBA8480|f__|g__	2
d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__UBA8480|f__|g__|s__	2
d__Archaea|p__Nanoarchaeota	20
d__Archaea|p__Nanoarchaeota|c__	1
d__Archaea|p__Nanoarchaeota|c__|o__	1
d__Archaea|p__Nanoarchaeota|c__|o__|f__	1
d__Archaea|p__Nanoarchaeota|c__|o__|f__|g__	1
d__Archaea|p__Nanoarchaeota|c__|o__|f__|g__|s__	1
d__Archaea|p__Nanoarchaeota|c__Aenigmarchaeia	1
d__Archaea|p__Nanoarchaeota|c__Aenigmarchaeia|o__CG10238-14	1
d__Archaea|p__Nanoarchaeota|c__Aenigmarchaeia|o__CG10238-14|f__	1
d__Archaea|p__Nanoarchaeota|c__Aenigmarchaeia|o__CG10238-14|f__|g__	1
d__Archaea|p__Nanoarchaeota|c__Aenigmarchaeia|o__CG10238-14|f__|g__|s__	1
d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia	2
d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Pacearchaeales	2
d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Pacearchaeales|f__GW2011-AR1	2
d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Pacearchaeales|f__GW2011-AR1|g__ASMP01	1
d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Pacearchaeales|f__GW2011-AR1|g__ASMP01|s__	1
d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Pacearchaeales|f__GW2011-AR1|g__JWKY01	1
d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Pacearchaeales|f__GW2011-AR1|g__JWKY01|s__	1
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia	16
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__ARS49	1
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__ARS49|f__1-14-0-10-37-12	1
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__ARS49|f__1-14-0-10-37-12|g__	1
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__ARS49|f__1-14-0-10-37-12|g__|s__	1
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__Pacearchaeales	14
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__Pacearchaeales|f__	1
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__Pacearchaeales|f__|g__	1
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__Pacearchaeales|f__|g__|s__	1
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__Pacearchaeales|f__GW2011-AR1	12
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__Pacearchaeales|f__GW2011-AR1|g__	7
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__Pacearchaeales|f__GW2011-AR1|g__|s__	7
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__Pacearchaeales|f__GW2011-AR1|g__GW2011-AR1	4
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__Pacearchaeales|f__GW2011-AR1|g__GW2011-AR1|s__	4
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__Pacearchaeales|f__GW2011-AR1|g__RBG-13-33-26	1
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__Pacearchaeales|f__GW2011-AR1|g__RBG-13-33-26|s__	1
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__Pacearchaeales|f__UBA73	1
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__Pacearchaeales|f__UBA73|g__	1
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__Pacearchaeales|f__UBA73|g__|s__	1
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__SM23-78	1
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__SM23-78|f__	1
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__SM23-78|f__|g__	1
d__Archaea|p__Nanoarchaeota|c__Woesearchaeia|o__SM23-78|f__|g__|s__	1
d__Archaea|p__Nanohaloarchaeota	1
d__Archaea|p__Nanohaloarchaeota|c__Nanosalinia	1
d__Archaea|p__Nanohaloarchaeota|c__Nanosalinia|o__Nanosalinales	1
d__Archaea|p__Nanohaloarchaeota|c__Nanosalinia|o__Nanosalinales|f__Nanosalinaceae	1
d__Archaea|p__Nanohaloarchaeota|c__Nanosalinia|o__Nanosalinales|f__Nanosalinaceae|g__Nanosalina	1
d__Archaea|p__Nanohaloarchaeota|c__Nanosalinia|o__Nanosalinales|f__Nanosalinaceae|g__Nanosalina|s__	1
d__Archaea|p__Thermoplasmatota	194
d__Archaea|p__Thermoplasmatota|c__	4
d__Archaea|p__Thermoplasmatota|c__|o__	4
d__Archaea|p__Thermoplasmatota|c__|o__|f__	4
d__Archaea|p__Thermoplasmatota|c__|o__|f__|g__	4
d__Archaea|p__Thermoplasmatota|c__|o__|f__|g__|s__	4
d__Archaea|p__Thermoplasmatota|c__E2	24
d__Archaea|p__Thermoplasmatota|c__E2|o__	1
d__Archaea|p__Thermoplasmatota|c__E2|o__|f__	1
d__Archaea|p__Thermoplasmatota|c__E2|o__|f__|g__	1
d__Archaea|p__Thermoplasmatota|c__E2|o__|f__|g__|s__	1
d__Archaea|p__Thermoplasmatota|c__E2|o__DHVEG-1	18
d__Archaea|p__Thermoplasmatota|c__E2|o__DHVEG-1|f__DHVEG-1	18
d__Archaea|p__Thermoplasmatota|c__E2|o__DHVEG-1|f__DHVEG-1|g__	4
d__Archaea|p__Thermoplasmatota|c__E2|o__DHVEG-1|f__DHVEG-1|g__|s__	4
d__Archaea|p__Thermoplasmatota|c__E2|o__DHVEG-1|f__DHVEG-1|g__SG8-52-3	5
d__Archaea|p__Thermoplasmatota|c__E2|o__DHVEG-1|f__DHVEG-1|g__SG8-52-3|s__	5
d__Archaea|p__Thermoplasmatota|c__E2|o__DHVEG-1|f__DHVEG-1|g__SM1-50	9
d__Archaea|p__Thermoplasmatota|c__E2|o__DHVEG-1|f__DHVEG-1|g__SM1-50|s__	9
d__Archaea|p__Thermoplasmatota|c__E2|o__UBA9212	5
d__Archaea|p__Thermoplasmatota|c__E2|o__UBA9212|f__	3
d__Archaea|p__Thermoplasmatota|c__E2|o__UBA9212|f__|g__	3
d__Archaea|p__Thermoplasmatota|c__E2|o__UBA9212|f__|g__|s__	3
d__Archaea|p__Thermoplasmatota|c__E2|o__UBA9212|f__GCA-002838935	2
d__Archaea|p__Thermoplasmatota|c__E2|o__UBA9212|f__GCA-002838935|g__	2
d__Archaea|p__Thermoplasmatota|c__E2|o__UBA9212|f__GCA-002838935|g__|s__	2
d__Archaea|p__Thermoplasmatota|c__SW-10-69-26	5
d__Archaea|p__Thermoplasmatota|c__SW-10-69-26|o__	5
d__Archaea|p__Thermoplasmatota|c__SW-10-69-26|o__|f__	5
d__Archaea|p__Thermoplasmatota|c__SW-10-69-26|o__|f__|g__	5
d__Archaea|p__Thermoplasmatota|c__SW-10-69-26|o__|f__|g__|s__	5
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata	63
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A	54
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__	29
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__|f__	29
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__|f__|g__	29
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__|f__|g__|s__	29
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__Methanomassiliicoccales	15
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__Methanomassiliicoccales|f__	14
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__Methanomassiliicoccales|f__|g__	14
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__Methanomassiliicoccales|f__|g__|s__	14
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__Methanomassiliicoccales|f__UBA472	1
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__Methanomassiliicoccales|f__UBA472|g__	1
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__Methanomassiliicoccales|f__UBA472|g__|s__	1
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__RBG-16-68-12	10
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__RBG-16-68-12|f__	3
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__RBG-16-68-12|f__|g__	3
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__RBG-16-68-12|f__|g__|s__	3
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__RBG-16-68-12|f__RBG-16-68-12	7
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__RBG-16-68-12|f__RBG-16-68-12|g__	7
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata_A|o__RBG-16-68-12|f__RBG-16-68-12|g__|s__	7
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__	7
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__|f__	7
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__|f__|g__	7
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__|f__|g__|s__	7
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales	2
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__UBA472	2
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__UBA472|g__	2
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__UBA472|g__|s__	2
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__RBG-16-68-12	5
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__RBG-16-68-12|f__RBG-16-68-12	5
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__RBG-16-68-12|f__RBG-16-68-12|g__RBG-16-68-12	5
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__RBG-16-68-12|f__RBG-16-68-12|g__RBG-16-68-12|s__	5
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales	2
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae	2
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__	1
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__|s__	1
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__GCA-965745	1
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__GCA-965745|s__GCA_000965745.1	1
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__UBA10834	17
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__UBA10834|f__UBA10834	17
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__UBA10834|f__UBA10834|g__	10
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__UBA10834|f__UBA10834|g__|s__	10
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__UBA10834|f__UBA10834|g__COMBO-56-21	7
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__UBA10834|f__UBA10834|g__COMBO-56-21|s__	7
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__UBA184	30
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__UBA184|f__UBA184	30
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__UBA184|f__UBA184|g__	16
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__UBA184|f__UBA184|g__|s__	16
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__UBA184|f__UBA184|g__UBA184	14
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__UBA184|f__UBA184|g__UBA184|s__	6
d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__UBA184|f__UBA184|g__UBA184|s__UBA184 sp002503985	8
d__Archaea|p__Thermoplasmatota|c__UBA184	44
d__Archaea|p__Thermoplasmatota|c__UBA184|o__UBA184	44
d__Archaea|p__Thermoplasmatota|c__UBA184|o__UBA184|f__UBA184	44
d__Archaea|p__Thermoplasmatota|c__UBA184|o__UBA184|f__UBA184|g__	11
d__Archaea|p__Thermoplasmatota|c__UBA184|o__UBA184|f__UBA184|g__|s__	11
